4251	175,152,403,393,383,592,1540,207,157,201
9092	175,152,403,393,383,2,592,1540,207,157
6483	152,403,393,383,2,592,1540,207,157,4
4517	175,152,393,383,2,592,1540,207,157,4
4353	175,152,403,393,383,2,592,1540,207,157
7505	403,2,4,201,254,266,1421,424,255,165
1504	175,152,403,393,383,592,1540,207,157,4
3152	175,152,403,383,2,592,1540,207,157,4
1606	175,152,403,393,383,2,592,1540,207,157
6897	403,393,383,592,1540,207,157,1750,266,254
1771	175,152,393,383,592,207,201,1750,542,266
4815	152,403,393,383,2,1540,207,201,1750,542
4173	152,403,393,383,2,592,207,157,201,254
7909	175,152,403,393,383,2,592,1540,207,157
3592	152,403,393,383,2,592,1540,207,157,4
6689	175,152,403,393,383,2,592,207,4,201
8063	175,152,403,393,383,2,592,1540,207,157
1954	175,152,403,393,383,2,592,207,157,4
8530	175,403,393,383,1540,157,4,201,1750,542
9346	175,393,592,1540,4,201,1750,542,254,266
2202	175,152,403,393,383,2,592,1540,207,157
8896	175,152,403,393,383,2,592,1540,207,157
8598	175,152,403,383,2,592,1540,4,201,1750
1247	403,1540,157,201,254,424,401,255,165,1754
1572	403,2,592,1540,207,157,4,201,1750,542
8070	152,2,1540,207,4,1750,542,254,1421,148
7687	175,152,403,393,383,2,592,1540,207,157
1849	175,152,393,383,2,592,1540,207,157,201
7330	403,393,383,1750,266,254,424,313,401,122
1367	175,152,393,383,2,1540,207,157,4,201
2340	383,2,207,4,1750,266,254,1421,424,313
5343	175,152,403,393,383,2,592,1540,207,157
6779	175,152,403,393,383,2,592,1540,207,157
5069	175,152,403,393,383,2,592,1540,207,157
5256	152,403,393,383,2,592,157,4,201,1750
2810	152,393,383,2,592,1540,207,157,4,201
8733	175,152,403,393,383,2,592,1540,157,4
7546	403,2,592,207,4,1750,542,254,266,1421
6189	175,393,383,592,1540,157,201,1750,542,254
7438	393,383,592,157,1750,254,401,165,315,538
900	403,393,383,2,1540,207,157,4,201,1750
8155	175,152,403,393,383,2,592,1540,207,157
5282	175,152,403,393,383,2,592,1540,207,157
3762	403,383,2,592,1540,207,157,4,1750,542
4289	175,152,403,393,383,2,592,1540,207,157
4618	175,393,383,592,1540,207,4,201,542,254
6097	175,403,393,592,1540,157,4,201,1750,542
657	175,152,403,393,383,2,592,1540,207,157
7312	175,152,403,393,383,2,592,1540,207,157
2211	175,152,403,393,383,2,592,1540,207,157
6274	175,152,403,383,2,592,1540,207,201,1750
8691	403,592,207,157,4,201,1750,254,266,148
6594	152,403,393,383,2,592,1540,207,4,201
3554	403,2,1540,207,157,4,542,254,424,5
4318	175,152,393,383,2,207,157,4,201,1750
4493	175,152,403,393,383,2,592,1540,207,157
8899	175,152,403,393,383,2,592,1540,207,157
4947	403,207,1750,542,266,148,5,255,122,1754
7072	2,201,1750,254,401,255,1754,271,538,168
7183	175,152,403,393,383,2,592,1540,207,157
3882	403,393,383,592,207,157,542,254,266,313
3577	175,152,403,393,383,2,592,1540,207,157
7421	175,152,403,383,2,592,157,4,201,542
744	175,152,403,393,383,2,592,1540,207,157
6172	152,2,1540,207,4,1750,542,254,1421,148
6617	152,592,1540,207,157,201,1750,266,1421,148
7970	152,403,393,383,2,592,1540,207,4,201
836	152,383,2,1540,207,157,4,201,1750,542
2684	393,383,2,1540,207,157,4,201,1750,254
956	175,152,403,393,383,2,592,1540,207,4
9359	175,152,403,393,383,2,592,1540,207,157
7305	152,2,1540,207,4,1750,542,254,1421,148
427	403,393,592,254,148,424,5,401,165,271
8231	175,152,403,393,383,2,592,1540,207,157
6749	393,383,1540,157,201,1750,1421,148,424,5
4235	152,403,393,383,2,1540,207,157,4,201
8257	175,152,403,393,2,592,1540,207,157,201
1895	152,2,592,1540,201,1750,254,266,1421,148
3522	393,383,2,1540,207,1750,254,266,1421,424
620	175,403,393,383,592,1540,207,157,1421,148
919	403,393,2,1540,157,4,254,266,148,5
4820	152,393,383,592,207,157,201,1750,542,254
9368	175,152,393,383,2,592,207,157,4,201
4227	393,383,2,592,1540,207,157,4,1750,542
3030	175,152,403,393,383,2,592,1540,207,157
7789	175,152,403,393,383,2,592,1540,207,157
6084	175,403,393,157,4,201,254,1421,148,424
6538	175,393,383,2,592,1540,207,157,4,201
4554	175,152,403,383,2,1540,207,4,201,1750
7514	152,383,2,592,157,266,1421,5,401,1754
3982	403,393,383,592,1540,207,157,4,201,1750
3426	152,403,393,383,2,207,4,201,1750,542
7198	403,393,1540,4,266,254,1421,148,424,5
1272	175,152,403,393,383,2,592,1540,207,157
6637	152,403,393,2,592,1540,207,157,4,201
3195	175,393,383,2,592,1540,207,157,4,201
870	175,152,403,393,2,592,1540,207,4,201
5462	175,152,2,201,542,266,1421,148,5,1754
4347	403,2,592,1540,207,4,201,542,266,254
8060	175,592,201,1421,401,255,1754,538,1708,164
